"cd_tuss"|"ds_medicamento"|"ds_apresentacao"|"ds_laboratorio"|"dt_inicio_vigencia"|"dt_final_vigencia"|"dt_final_implantacao"|"registro_anvisa"
"90226852"|"QUEOPINE"|"100 MG COM REV CT BL AL PLAS BR X 10"|"GLAXOSMITHKLINE BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1010702920080"
"90226860"|"QUEOPINE"|"100 MG COM REV CT BL AL PLAS BR X 20"|"GLAXOSMITHKLINE BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1010702920102"
"90226879"|"QUEOPINE"|"200 MG COM REV CT BL AL PLAS BR X 7 "|"GLAXOSMITHKLINE BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1010702920137"
"90226887"|"QUEOPINE"|"200 MG COM REV CT BL AL PLAS BR X 10"|"GLAXOSMITHKLINE BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1010702920145"
"90310578"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS INC X 30"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1004704920032"
"90310586"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV OR CT BL AL PLAS INC X 30"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1004704920083"
"90310594"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV OR CT BL AL PLAS INC X 30"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1004704920131"
"90191471"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV OR CT BL AL PLAS INC X 28"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"8/31/2014"|"1004704920075"
"90191480"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV OR CT BL AL PLAS INC X 28"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"8/31/2014"|"1004704920121"
"90191498"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS INC X 14"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"8/31/2014"|"1004704920016"
"90227638"|"NEOTIAPIM"|"25MG COM REV CT BL AL PLAS INC X 14"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704960018"
"90227646"|"NEOTIAPIM"|"100 MG COM REV CT BL AL PLAS INC X 14"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704960069"
"90227654"|"NEOTIAPIM"|"100 MG COM REV CT BL AL PLAS INC X 30"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704960085"
"90227670"|"NEOTIAPIM"|"200 MG COM REV CT BL AL PLAS INC X 30"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704960131"
"90227689"|"NEOTIAPIM"|"25 MG COM REV CT BL AL PLAS INC X 30"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704960034"
"90425790"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS TRANS X 60"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1004704920040"
"90425871"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PLAS TRANS X 30"|"LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE"|"6/1/2019"|""|"8/31/2019"|"1018301490137"
"90425880"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS TRANS X 30"|"LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE"|"6/1/2019"|""|"8/31/2019"|"1018301490110"
"90425898"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PLAS TRANS X 30"|"LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE"|"6/1/2019"|""|"8/31/2019"|"1018301490129"
"90292260"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVDC OPC X 28"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"5/1/2014"|""|"8/31/2014"|"1037005960023"
"90292251"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVDC OPC X 14 "|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"5/1/2014"|""|"8/31/2014"|"1037005960015"
"90292278"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVC OPC X 280 (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"5/1/2014"|""|"8/31/2014"|"1037005960058"
"90292286"|"FUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVC OPC X 28"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"5/1/2014"|""|"8/31/2014"|"1037005960112"
"90292294"|"FUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVC OPC X 280 (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"5/1/2014"|""|"8/31/2014"|"1037005960171"
"90292308"|"FUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVC OPC X 28"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"5/1/2014"|""|"8/31/2014"|"1037005960236"
"90292316"|"FUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVC OPC X 280 (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"5/1/2014"|""|"8/31/2014"|"1037005960295"
"90364058"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVC OPC X 30"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"4/10/2017"|""|"7/9/2017"|"1037005960414"
"90363973"|"FUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVC OPC X 30"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"4/10/2017"|""|"7/9/2017"|"1037005960511"
"90364007"|"FUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVC OPC X 30"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"4/10/2017"|""|"7/9/2017"|"1037005960619"
"90230213"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS OPC X 15"|"BIOSINTÉTICA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1121304200012"
"90230221"|"FUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PLAS OPC X 30"|"BIOSINTÉTICA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1121304200063"
"90230230"|"FUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PLAS OPC X 30"|"BIOSINTÉTICA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1121304200101"
"90291646"|"DUOQUEL"|"200 MG COM REV CT BL AL PVC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040252"
"90291697"|"DUOQUEL"|"200 MG COM REV CT BL AL PVC OPC X 30 "|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040309"
"90291654"|"DUOQUEL"|"200 MG COM REV CT BL AL PVC OPC X 14"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040260"
"90291662"|"DUOQUEL"|"200 MG COM REV CT BL AL PVC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040279"
"90291670"|"DUOQUEL"|"200 MG COM REV CT BL AL PVC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040287"
"90291689"|"DUOQUEL"|"200 MG COM REV CT BL AL PVC OPC X 28"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040295"
"90291700"|"DUOQUEL"|"200 MG COM REV CT BL AL PVDC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040341"
"90291719"|"DUOQUEL"|"200 MG COM REV CT BL AL PVDC OPC X 14"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040351"
"90291727"|"DUOQUEL"|"200 MG COM REV CT BL AL PVDC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040368"
"90291735"|"DUOQUEL"|"200 MG COM REV CT BL AL PVDC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040376"
"90291751"|"DUOQUEL"|"200 MG COM REV CT BL AL PVDC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040392"
"90291743"|"DUOQUEL"|"200 MG COM REV CT BL AL PVDC OPC X 28"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040384"
"90291530"|"DUOQUEL"|"100 MG COM REV CT BL AL PVC OPC X 14"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040147"
"90291549"|"DUOQUEL"|"100 MG COM REV CT BL AL PVC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040155"
"90291557"|"DUOQUEL"|"100 MG COM REV CT BL AL PVC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040163"
"90291565"|"DUOQUEL"|"100 MG COM REV CT BL AL PVC OPC X 28"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040171"
"90291573"|"DUOQUEL"|"100 MG COM REV CT BL AL PVC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040181"
"90291581"|"DUOQUEL"|"100 MG COM REV CT BL AL PVDC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040198"
"90291603"|"DUOQUEL"|"100 MG COM REV CT BL AL PVDC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040211"
"90291611"|"DUOQUEL"|"100 MG COM REV CT BL AL PVDC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040228"
"90291620"|"DUOQUEL"|"100 MG COM REV CT BL AL PVDC OPC X 28"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040236"
"90291638"|"DUOQUEL"|"100 MG COM REV CT BL AL PVDC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040244"
"90291409"|"DUOQUEL"|"25 MG COM REV CT BL AL PVC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003040015"
"90291417"|"DUOQUEL"|"25 MG COM REV CT BL AL PVDC OPC X 14"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040023"
"90291425"|"DUOQUEL"|"25 MG COM REV CT BL AL PVC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003040031"
"90291433"|"DUOQUEL"|"25 MG COM REV CT BL AL PVC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003040041"
"90291441"|"DUOQUEL"|"25 MG COM REV CT BL AL PVC OPC X 28"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003040058"
"90291450"|"DUOQUEL"|"25 MG COM REV CT BL AL PVC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003040066"
"90291468"|"DUOQUEL"|"25 MG COM REV CT BL AL PVDC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040074"
"90291476"|"DUOQUEL"|"25 MG COM REV CT BL AL PVDC OPC X 14"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040082"
"90291484"|"DUOQUEL"|"25 MG COM REV CT BL AL PVDC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040090"
"90291492"|"DUOQUEL"|"25 MG COM REV CT BL AL PVDC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040104"
"90291506"|"DUOQUEL"|"25 MG COM REV CT BL AL PVDC OPC X 28"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040112"
"90291514"|"DUOQUEL"|"25 MG COM REV CT BL AL PVDC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040120"
"90291590"|"DUOQUEL"|"100 MG COM REV CT BL AL PVDC OPC X 14"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040201"
"90291522"|"DUOQUEL"|"100 MG COM REV CT BL AL PVC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1211003040139"
"90313690"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060016"
"90313704"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060024"
"90313712"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060032"
"90313720"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060040"
"90313739"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVDC OPC X10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060059"
"90313747"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVDC OPC X15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060067"
"90313755"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVDC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060075"
"90313763"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PVDC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060083"
"90313771"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060091"
"90313780"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060105"
"90313798"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060113"
"90313801"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060121"
"90313810"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVDC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060131"
"90313828"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVDC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060148"
"90313836"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVDC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060156"
"90313844"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PVDC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060164"
"90313852"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060172"
"90313860"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060180"
"90313879"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060199"
"90313887"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060202"
"90313895"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVDC OPC X 10"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060210"
"90313909"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVDC OPC X 15"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060229"
"90313917"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVDC OPC X 20"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060237"
"90313925"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PVDC OPC X 30"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211003060245"
"90436148"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS OPC X 14"|"NOVA QUIMICA FARMACÊUTICA S/A"|"10/1/2019"|""|"12/31/2019"|"1267502670028"
"90407326"|"FUMARATO DE QUETIAPINA"|"100 MG COMP REV CT BL AL PLAS OPC X 30"|"NOVA QUIMICA FARMACÊUTICA S/A"|"3/1/2019"|""|"5/31/2019"|"1267502670095"
"90436156"|"FUMARATO DE QUETIAPINA"|"200 MG COMP REV CT BL AL PLAS OPC X 30"|"NOVA QUIMICA FARMACÊUTICA S/A"|"10/1/2019"|""|"12/31/2019"|"1267502670141"
"90275276"|"FUMARATO DE QUETIAPINA"|"300 MG COM REV CT BL AL PLAS OPC X 30"|"NOVA QUIMICA FARMACÊUTICA S/A"|"1/1/2016"|""|"3/31/2016"|"1267501240186"
"90407458"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS OPC X 30"|"NOVA QUIMICA FARMACÊUTICA S/A"|"3/1/2019"|""|"5/31/2019"|"1267502670044"
"90383605"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15"|"MERCK S/A"|"1/1/2018"|""|"3/31/2018"|"1008903940011"
"90383613"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30"|"MERCK S/A"|"1/1/2018"|""|"3/31/2018"|"1008903940028"
"90384504"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS OPC X 14"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"3/31/2018"|"1058308260020"
"90384512"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PLAS OPC X 30"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"3/31/2018"|"1058308260098"
"90427700"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PLAS OPC X 30"|"GERMED FARMACEUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1058308260144"
"90384520"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS OPC X 30"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"3/31/2018"|"1058308260047"
"90386060"|"QUEROPAX"|"25 MG COM REV CT BL AL PLAS OPC X 30"|"EMS SIGMA PHARMA LTDA"|"1/1/2018"|""|"3/31/2018"|"1356907090044"
"90386078"|"QUEROPAX"|"300 MG COM REV CT BL AL PLAS OPC X 30"|"EMS SIGMA PHARMA LTDA"|"1/1/2018"|""|"3/31/2018"|"1356907090184"
"90437624"|"QUEROPAX"|"100 MG COM REV CT BL AL PLAS OPC X 10 "|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"12/31/2019"|"1356907090060"
"90240162"|"QUEROPAX"|"25 MG COM REV CT BL AL PLAS OPC X 14"|"EMS SIGMA PHARMA LTDA"|"10/10/2012"|""|"8/31/2014"|"1356906320021"
"90386302"|"QUEROPAX"|"100 MG COM REV CT BL AL PLAS OPC X 30"|"EMS SIGMA PHARMA LTDA"|"1/1/2018"|""|"3/31/2018"|"1356907090095"
"90437772"|"QUEROPAX"|"200 MG COM REV CT BL AL PLAS OPC X 30"|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"12/31/2019"|"1356907090141"
"90325010"|"FUMARATO DE QUETIAPINA"|"100 MG COM REV CT 3 BL AL PLAS PVC/PVDC TRANS X 10"|"ZYDUS NIKKHO FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1565100520024"
"90325028"|"FUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15"|"ZYDUS NIKKHO FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1565100520016"
"90325036"|"AEBOL"|"25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15"|"ZYDUS NIKKHO FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1565100530011"
"90325044"|"AEBOL"|"100 MG COM REV CT 3 BL AL PLAS PVC/PVDC TRANS X 10"|"ZYDUS NIKKHO FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1565100530021"
"90364040"|"AEBOL"|"25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30"|"ZYDUS NIKKHO FARMACÊUTICA LTDA"|"4/10/2017"|""|"7/9/2017"|"1565100530038"
"90387511"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30"|"ZYDUS NIKKHO FARMACÊUTICA LTDA"|"1/1/2018"|""|"3/31/2018"|"1565100520032"
"90388216"|"HEMIFUMARATO DE QUETIAPINA"|"25 MG COM REV CT BL AL PLAS OPC X 14"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"3/31/2018"|"1677304530028"
"90244435"|"HEMIFUMARATO DE QUETIAPINA"|"100 MG COM REV CT BL AL PLAS OPC X 30"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"8/31/2014"|"1677303320097"
"90244443"|"HEMIFUMARATO DE QUETIAPINA"|"200 MG COM REV CT BL AL PLAS OPC X 30"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"8/31/2014"|"1677303320143"
"90283783"|"QUEROK"|"25 MG COM REV CT BL AL PLAS OPC X 30"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1677303330181"
"90283791"|"QUEROK"|"25 MG COM REV CT BL AL PLAS OPC X 60"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1677303330191"
"90245539"|"QUEROK"|"200 MG COM REV CT BL AL PLAS OPC X 30"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1677303330297"
"90245547"|"QUEROK"|"100 MG COM REV CT BL AL PLAS OPC X 30"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1677303330246"
"90245555"|"QUEROK"|"25 MG COM REV CT BL AL PLAS OPC X 14"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1677303330165"
"90329813"|"ATIP"|"25 MG COM REV CT BL AL PLAS TRANS X 14"|"SUPERA FARMA LABORATÓRIOS S.A"|"1/1/2016"|""|"3/31/2016"|"1037202460074"
"90329821"|"ATIP"|"25 MG COM REV CT BL AL PLAS TRANS X 30"|"SUPERA FARMA LABORATÓRIOS S.A"|"1/1/2016"|""|"3/31/2016"|"1037202460104"
"90329830"|"ATIP"|"100 MG COM REV CT BL AL PLAS TRANS X 14"|"SUPERA FARMA LABORATÓRIOS S.A"|"1/1/2016"|""|"3/31/2016"|"1037202460015"
"90329848"|"ATIP"|"100 MG COM REV CT BL AL PLAS TRANS X 30"|"SUPERA FARMA LABORATÓRIOS S.A"|"1/1/2016"|""|"3/31/2016"|"1037202460112"
"90329856"|"ATIP"|"200 MG COM REV CT BL AL PLAS TRANS X 14 "|"SUPERA FARMA LABORATÓRIOS S.A"|"1/1/2016"|""|"3/31/2016"|"1037202460023"
"90329864"|"ATIP"|"200 MG COM REV CT BL AL PLAS TRANS X 30"|"SUPERA FARMA LABORATÓRIOS S.A"|"1/1/2016"|""|"3/31/2016"|"1037202460120"
